"#","Score"
1,0.44463
2,0.44527
3,0.44610
4,0.44659
5,0.44665
6,0.44738
7,0.44760
8,0.44783
9,0.44810
10,0.44824
11,0.44867
12,0.44871
13,0.44882
14,0.44984
15,0.45150
16,0.45174
17,0.45220
18,0.45220
19,0.45226
20,0.45231
21,0.45269
22,0.45351
23,0.45374
24,0.45377
25,0.45382
26,0.45384
27,0.45393
28,0.45403
29,0.45412
30,0.45456
31,0.45465
32,0.45465
33,0.45471
34,0.45478
35,0.45482
36,0.45483
37,0.45487
38,0.45508
39,0.45540
40,0.45566
41,0.45595
42,0.45601
43,0.45613
44,0.45639
45,0.45642
46,0.45643
47,0.45645
48,0.45655
49,0.45676
50,0.45685
51,0.45701
52,0.45708
53,0.45718
54,0.45751
55,0.45772
56,0.45799
57,0.45799
58,0.45835
59,0.45837
60,0.45840
61,0.45842
62,0.45849
63,0.45877
64,0.45888
65,0.45906
66,0.45929
67,0.45938
68,0.45940
69,0.45944
70,0.45963
71,0.45972
72,0.45977
73,0.45993
74,0.46011
75,0.46011
76,0.46023
77,0.46032
78,0.46035
79,0.46074
80,0.46085
81,0.46116
82,0.46121
83,0.46123
84,0.46125
85,0.46176
86,0.46185
87,0.46194
88,0.46198
89,0.46200
90,0.46211
91,0.46232
92,0.46233
93,0.46242
94,0.46252
95,0.46255
96,0.46267
97,0.46276
98,0.46281
99,0.46284
100,0.46286
101,0.46287
102,0.46287
103,0.46288
104,0.46289
105,0.46289
106,0.46289
107,0.46292
108,0.46293
109,0.46299
110,0.46301
111,0.46305
112,0.46307
113,0.46310
114,0.46311
115,0.46313
116,0.46313
117,0.46314
118,0.46318
119,0.46327
120,0.46327
121,0.46328
122,0.46329
123,0.46330
124,0.46331
125,0.46331
126,0.46333
127,0.46333
128,0.46335
129,0.46339
130,0.46342
131,0.46344
132,0.46348
133,0.46350
134,0.46351
135,0.46353
136,0.46354
137,0.46355
138,0.46356
139,0.46358
140,0.46361
141,0.46361
142,0.46361
143,0.46364
144,0.46366
145,0.46368
146,0.46370
147,0.46374
148,0.46374
149,0.46374
150,0.46377
151,0.46386
152,0.46387
153,0.46389
154,0.46390
155,0.46391
156,0.46398
157,0.46398
158,0.46398
159,0.46399
160,0.46401
161,0.46402
162,0.46404
163,0.46407
164,0.46408
165,0.46408
166,0.46408
167,0.46408
168,0.46408
169,0.46408
170,0.46410
171,0.46410
172,0.46413
173,0.46415
174,0.46417
175,0.46417
176,0.46418
177,0.46418
178,0.46418
179,0.46418
180,0.46421
181,0.46421
182,0.46422
183,0.46422
184,0.46427
185,0.46428
186,0.46430
187,0.46430
188,0.46432
189,0.46435
190,0.46437
191,0.46438
192,0.46443
193,0.46443
194,0.46443
195,0.46450
196,0.46450
197,0.46451
198,0.46456
199,0.46463
200,0.46468
201,0.46471
202,0.46473
203,0.46477
204,0.46479
205,0.46490
206,0.46491
207,0.46493
208,0.46500
209,0.46503
210,0.46506
211,0.46511
212,0.46516
213,0.46522
214,0.46523
215,0.46523
216,0.46523
217,0.46531
218,0.46542
219,0.46546
220,0.46566
221,0.46566
222,0.46581
223,0.46588
224,0.46596
225,0.46596
226,0.46600
227,0.46603
228,0.46607
229,0.46612
230,0.46616
231,0.46616
232,0.46629
233,0.46643
234,0.46664
235,0.46688
236,0.46709
237,0.46720
238,0.46725
239,0.46733
240,0.46737
241,0.46739
242,0.46739
243,0.46753
244,0.46753
245,0.46755
246,0.46765
247,0.46766
248,0.46772
249,0.46772
250,0.46777
251,0.46782
252,0.46788
253,0.46791
254,0.46797
255,0.46797
256,0.46799
257,0.46805
258,0.46820
259,0.46824
260,0.46850
261,0.46850
262,0.46850
263,0.46850
264,0.46859
265,0.46862
266,0.46881
267,0.46881
268,0.46881
269,0.46881
270,0.46881
271,0.46881
272,0.46881
273,0.46881
274,0.46881
275,0.46881
276,0.46881
277,0.46881
278,0.46881
279,0.46881
280,0.46881
281,0.46881
282,0.46881
283,0.46881
284,0.46881
285,0.46881
286,0.46881
287,0.46881
288,0.46881
289,0.46881
290,0.46881
291,0.46881
292,0.46881
293,0.46881
294,0.46881
295,0.46881
296,0.46881
297,0.46881
298,0.46900
299,0.46902
300,0.46909
301,0.46910
302,0.46913
303,0.46935
304,0.46966
305,0.47023
306,0.47061
307,0.47097
308,0.47134
309,0.47137
310,0.47141
311,0.47174
312,0.47199
313,0.47207
314,0.47207
315,0.47261
316,0.47277
317,0.47324
318,0.47379
319,0.47395
320,0.47412
321,0.47422
322,0.47451
323,0.47511
324,0.47524
325,0.47535
326,0.47551
327,0.47599
328,0.47602
329,0.47630
330,0.47631
331,0.47657
332,0.47669
333,0.47670
334,0.47672
335,0.47676
336,0.47700
337,0.47719
338,0.47721
339,0.47722
340,0.47743
341,0.47743
342,0.47749
343,0.47750
344,0.47753
345,0.47757
346,0.47759
347,0.47777
348,0.47780
349,0.47786
350,0.47792
351,0.47792
352,0.47800
353,0.47801
354,0.47831
355,0.47835
356,0.47882
357,0.47886
358,0.47898
359,0.47901
360,0.47914
361,0.47923
362,0.47930
363,0.47940
364,0.47949
365,0.47953
366,0.47953
367,0.47953
368,0.47953
369,0.47953
370,0.47953
371,0.47953
372,0.47953
373,0.47953
374,0.47953
375,0.47955
376,0.47983
377,0.47986
378,0.47986
379,0.47986
380,0.47986
381,0.47986
382,0.47986
383,0.47986
384,0.47986
385,0.47986
386,0.47986
387,0.47986
388,0.47986
389,0.47986
390,0.47989
391,0.47990
392,0.47990
393,0.48014
394,0.48015
395,0.48016
396,0.48029
397,0.48029
398,0.48036
399,0.48036
400,0.48036
401,0.48036
402,0.48036
403,0.48049
404,0.48076
405,0.48078
406,0.48084
407,0.48095
408,0.48108
409,0.48109
410,0.48128
411,0.48128
412,0.48180
413,0.48311
414,0.48361
415,0.48363
,0.48396
416,0.48416
417,0.48427
418,0.48477
419,0.48514
420,0.48564
421,0.48590
422,0.48603
423,0.48627
424,0.48655
425,0.48766
426,0.48870
427,0.48883
428,0.48964
429,0.49033
430,0.49106
431,0.49161
432,0.49282
433,0.49312
434,0.49341
435,0.49384
436,0.49424
437,0.49425
438,0.49439
439,0.49439
440,0.49465
441,0.49567
442,0.49606
443,0.49628
444,0.49673
445,0.49675
446,0.49756
447,0.49778
448,0.49780
449,0.49804
450,0.49963
451,0.49995
452,0.50003
453,0.50004
454,0.50058
455,0.50156
456,0.50203
457,0.50274
458,0.50377
459,0.50509
460,0.50517
461,0.50538
462,0.50747
463,0.50795
464,0.50950
465,0.51084
466,0.51089
467,0.51111
468,0.51119
469,0.51264
470,0.51267
471,0.51287
472,0.51321
473,0.51338
474,0.51403
475,0.51409
476,0.51544
477,0.51603
478,0.51604
479,0.51636
480,0.51641
481,0.51655
482,0.51743
483,0.51771
484,0.51779
485,0.51906
486,0.51998
487,0.52047
488,0.52067
489,0.52108
490,0.52116
491,0.52190
492,0.52264
493,0.52265
494,0.52284
495,0.52284
496,0.52309
497,0.52361
498,0.52361
499,0.52399
500,0.52404
501,0.52436
502,0.52481
503,0.52491
504,0.52496
505,0.52644
506,0.52671
507,0.52681
508,0.52682
509,0.52707
510,0.52750
511,0.52895
512,0.52898
513,0.52936
514,0.52946
515,0.52963
516,0.52976
517,0.53001
518,0.53059
519,0.53100
520,0.53164
521,0.53388
522,0.53507
523,0.53669
524,0.53671
525,0.53671
526,0.53682
527,0.53694
528,0.53788
529,0.53874
530,0.54048
531,0.54107
532,0.54136
533,0.54223
534,0.54248
535,0.54254
536,0.54267
537,0.54376
538,0.54398
539,0.54430
540,0.54460
541,0.54461
542,0.54507
543,0.54646
544,0.54663
545,0.54713
546,0.54719
547,0.54731
548,0.54805
549,0.54882
550,0.54888
551,0.54900
552,0.54917
553,0.54951
554,0.54983
555,0.55172
556,0.55201
557,0.55232
558,0.55273
559,0.55342
560,0.55371
561,0.55532
562,0.55777
563,0.55844
564,0.56048
565,0.56149
566,0.56225
567,0.56248
568,0.56303
569,0.56304
570,0.56374
571,0.56562
572,0.56908
573,0.56953
574,0.56960
575,0.56964
576,0.57020
577,0.57021
578,0.57202
579,0.57587
580,0.57590
581,0.57592
582,0.57601
583,0.57601
584,0.57601
585,0.57630
586,0.57631
587,0.57633
588,0.57661
589,0.57701
590,0.57929
591,0.58058
592,0.58198
593,0.58292
594,0.58381
595,0.58432
596,0.60039
597,0.60518
598,0.60710
599,0.61174
600,0.61701
601,0.61807
602,0.62017
603,0.62200
604,0.62206
605,0.62369
606,0.63343
607,0.63403
608,0.64120
609,0.64318
610,0.66333
611,0.66694
612,0.67117
613,0.68265
614,0.69314
615,0.69314
616,0.69314
617,0.69545
618,0.71180
619,0.71851
620,0.72448
621,0.74578
622,0.77410
623,0.82731
624,0.85679
625,0.90338
626,0.98253
627,0.98777
628,0.99963
,1.00007
629,1.00007
630,1.00007
631,1.00007
632,1.00007
633,1.00007
634,1.00007
635,1.00007
636,1.00007
637,1.00007
638,1.00007
639,1.00007
640,1.00007
641,1.00007
642,1.00007
643,1.00007
644,1.00007
645,1.00007
646,1.00007
647,1.00007
648,1.00007
649,1.00007
650,1.00007
651,1.00007
652,1.00007
653,1.00007
654,1.00007
655,1.00007
656,1.00007
657,1.00007
658,1.00007
659,1.00007
660,1.00007
661,1.00007
662,1.00007
663,1.00007
664,1.00007
665,1.00007
666,1.00007
667,1.00007
668,1.00007
669,1.00007
670,1.00007
671,1.00007
672,1.00007
673,1.00007
674,1.00007
675,1.00007
676,1.00007
677,1.00007
678,1.00007
679,1.00007
680,1.00007
681,1.00007
682,1.00007
683,1.00007
684,1.00007
685,1.00007
686,1.00007
687,1.00007
688,1.00007
689,1.00007
690,1.00007
691,1.00007
692,1.00007
693,1.00007
694,1.00007
695,1.00007
696,1.00007
697,1.00007
698,1.00007
699,1.00007
700,1.00007
701,1.00007
702,1.00007
703,1.00007
704,1.00007
705,1.00007
706,1.00007
707,1.00091
708,1.01399
709,1.17712
710,1.21293
711,1.26092
712,1.37747
713,1.66192
714,1.73768
715,2.62186
716,3.03488
717,3.59894
718,9.07471
